6.15190e+02
-3.19428e-04    4.41170e-03
-9.46421e-04    1.34462e-02
-1.57766e-03    2.29090e-02
-2.21295e-03    3.28112e-02
-2.85230e-03    4.31636e-02
-3.49590e-03    5.39759e-02
-4.14417e-03    6.52571e-02
-4.79774e-03    7.70147e-02
-5.45749e-03    8.92552e-02
-6.12451e-03    1.01984e-01
-6.80009e-03    1.15203e-01
-7.48569e-03    1.28916e-01
-8.18285e-03    1.43121e-01
-8.89314e-03    1.57817e-01
-9.61799e-03    1.73000e-01
-1.03586e-02    1.88662e-01
-1.11156e-02    2.04795e-01
-1.18889e-02    2.21387e-01
-1.26775e-02    2.38426e-01
-1.34788e-02    2.55893e-01
-1.42888e-02    2.73771e-01
-1.51010e-02    2.92038e-01
-1.59066e-02    3.10670e-01
-1.66940e-02    3.29640e-01
-1.74487e-02    3.48921e-01
-1.81528e-02    3.68480e-01
-1.87859e-02    3.88286e-01
-1.93249e-02    4.08303e-01
-1.97450e-02    4.28496e-01
-2.00205e-02    4.48826e-01
-2.01264e-02    4.69256e-01
-2.00394e-02    4.89745e-01
-1.97399e-02    5.10255e-01
-1.92129e-02    5.30744e-01
-1.84493e-02    5.51174e-01
-1.74467e-02    5.71504e-01
-1.62095e-02    5.91697e-01
-1.47483e-02    6.11714e-01
-1.30786e-02    6.31520e-01
-1.12197e-02    6.51079e-01
-9.19176e-03    6.70360e-01
-7.01406e-03    6.89330e-01
-4.70214e-03    7.07962e-01
-2.26551e-03    7.26229e-01
2.94494e-04    7.44107e-01
2.98630e-03    7.61574e-01
5.82898e-03    7.78613e-01
8.85219e-03    7.95205e-01
1.20948e-02    8.11338e-01
1.56024e-02    8.27000e-01
1.94233e-02    8.42183e-01
2.36034e-02    8.56879e-01
2.81807e-02    8.71084e-01
3.31792e-02    8.84797e-01
3.86043e-02    8.98016e-01
4.44384e-02    9.10745e-01
5.06401e-02    9.22985e-01
5.71442e-02    9.34743e-01
6.38651e-02    9.46024e-01
7.07018e-02    9.56836e-01
7.75442e-02    9.67189e-01
8.42806e-02    9.77091e-01
9.08043e-02    9.86554e-01
9.70204e-02    9.95588e-01
