   1.2001500e+02
  -0.0000000e+00     0.0000000e+00     1.0132423e+05
   1.2550196e-05     0.0000000e+00     1.0132423e+05
  -3.3526251e-05     0.0000000e+00     1.0132423e+05
  -1.5312012e-04     0.0000000e+00     1.0132423e+05
  -3.3811454e-04     0.0000000e+00     1.0132423e+05
  -5.7213906e-04     0.0000000e+00     1.0132423e+05
  -8.3606541e-04     0.0000000e+00     1.0132423e+05
  -1.1102504e-03     0.0000000e+00     1.0132423e+05
  -1.3758827e-03     0.0000000e+00     1.0132423e+05
  -1.6161748e-03     0.0000000e+00     1.0132423e+05
  -1.8174711e-03     0.0000000e+00     1.0132423e+05
  -1.9700746e-03     0.0000000e+00     1.0132423e+05
  -2.0685160e-03     0.0000000e+00     1.0132423e+05
  -2.1110275e-03     0.0000000e+00     1.0132423e+05
  -2.0981105e-03     0.0000000e+00     1.0132423e+05
  -2.0302885e-03     0.0000000e+00     1.0132423e+05
  -1.9053668e-03     0.0000000e+00     1.0132423e+05
  -1.7157273e-03     0.0000000e+00     1.0132423e+05
  -1.4462681e-03     0.0000000e+00     1.0132423e+05
  -1.0734845e-03     0.0000000e+00     1.0132423e+05
  -5.6588141e-04     0.0000000e+00     1.0132423e+05
   1.1442674e-04     0.0000000e+00     1.0132423e+05
   1.0092071e-03     0.0000000e+00     1.0132423e+05
   2.1607686e-03     0.0000000e+00     1.0132423e+05
   3.6075223e-03     0.0000000e+00     1.0132423e+05
   5.3780500e-03     0.0000000e+00     1.0132423e+05
   7.4836332e-03     0.0000000e+00     1.0132423e+05
   9.9099196e-03     0.0000000e+00     1.0132423e+05
   1.2609146e-02     0.0000000e+00     1.0132423e+05
   1.5494774e-02     0.0000000e+00     1.0132423e+05
   1.8440328e-02     0.0000000e+00     1.0132423e+05
   2.1283653e-02     0.0000000e+00     1.0132423e+05
   2.3836932e-02     0.0000000e+00     1.0132423e+05
   2.5901898e-02     0.0000000e+00     1.0132423e+05
   2.7288987e-02     0.0000000e+00     1.0132423e+05
   2.7838683e-02     0.0000000e+00     1.0132423e+05
   2.7442927e-02     0.0000000e+00     1.0132423e+05
   2.6063899e-02     0.0000000e+00     1.0132423e+05
   2.3746928e-02     0.0000000e+00     1.0132424e+05
   2.0623988e-02     0.0000000e+00     1.0132424e+05
   1.6904908e-02     0.0000000e+00     1.0132424e+05
   1.2855377e-02     0.0000000e+00     1.0132424e+05
   8.7641023e-03     0.0000000e+00     1.0132424e+05
   4.9049336e-03     0.0000000e+00     1.0132424e+05
   1.5020607e-03     0.0000000e+00     1.0132424e+05
  -1.2939833e-03     0.0000000e+00     1.0132424e+05
  -3.4149233e-03     0.0000000e+00     1.0132424e+05
  -4.8680301e-03     0.0000000e+00     1.0132424e+05
  -5.7183188e-03     0.0000000e+00     1.0132424e+05
  -6.0658931e-03     0.0000000e+00     1.0132424e+05
  -6.0242529e-03     0.0000000e+00     1.0132424e+05
  -5.7033752e-03     0.0000000e+00     1.0132424e+05
  -5.1990066e-03     0.0000000e+00     1.0132424e+05
  -4.5877890e-03     0.0000000e+00     1.0132424e+05
  -3.9268787e-03     0.0000000e+00     1.0132424e+05
  -3.2564951e-03     0.0000000e+00     1.0132423e+05
  -2.6040280e-03     0.0000000e+00     1.0132423e+05
  -1.9886531e-03     0.0000000e+00     1.0132423e+05
  -1.4257017e-03     0.0000000e+00     1.0132423e+05
  -9.3022646e-04     0.0000000e+00     1.0132423e+05
  -5.1925705e-04     0.0000000e+00     1.0132423e+05
  -2.1199927e-04     0.0000000e+00     1.0132423e+05
  -2.6327427e-05     0.0000000e+00     1.0132423e+05
   3.2473639e-05     0.0000000e+00     1.0132423e+05
  -0.0000000e+00     0.0000000e+00     1.0132423e+05
   0.0000000e+00    -1.2550229e-05     1.0132423e+05
  -1.2550196e-05     1.2550229e-05     1.0132423e+05
   3.3526251e-05    -4.3971858e-05     1.0132423e+05
   1.5312012e-04    -1.0901398e-04     1.0132423e+05
   3.3811454e-04    -1.6121663e-04     1.0132423e+05
   5.7213906e-04    -1.9516839e-04     1.0132423e+05
   8.3606541e-04    -2.1084584e-04     1.0132423e+05
   1.1102504e-03    -2.1004721e-04     1.0132423e+05
   1.3758827e-03    -1.9535352e-04     1.0132423e+05
   1.6161748e-03    -1.6984124e-04     1.0132423e+05
   1.8174711e-03    -1.3690484e-04     1.0132423e+05
   1.9700746e-03    -9.9991547e-05     1.0132423e+05
   2.0685160e-03    -6.2222721e-05     1.0132423e+05
   2.1110275e-03    -2.5955342e-05     1.0132423e+05
   2.0981105e-03     7.6282873e-06     1.0132423e+05
   2.0302885e-03     3.8797467e-05     1.0132423e+05
   1.9053668e-03     6.9322338e-05     1.0132423e+05
   1.7157273e-03     1.0224075e-04     1.0132423e+05
   1.4462681e-03     1.4135930e-04     1.0132423e+05
   1.0734845e-03     1.9059871e-04     1.0132423e+05
   5.6588141e-04     2.5335670e-04     1.0132423e+05
  -1.1442674e-04     3.3203932e-04     1.0132423e+05
  -1.0092071e-03     4.2778278e-04     1.0132423e+05
  -2.1607686e-03     5.4023138e-04     1.0132423e+05
  -3.6075223e-03     6.6719162e-04     1.0132423e+05
  -5.3780500e-03     8.0410501e-04     1.0132423e+05
  -7.4836332e-03     9.4349504e-04     1.0132423e+05
  -9.9099196e-03     1.0746827e-03     1.0132423e+05
  -1.2609146e-02     1.1840548e-03     1.0132423e+05
  -1.5494774e-02     1.2560259e-03     1.0132423e+05
  -1.8440328e-02     1.2746438e-03     1.0132423e+05
  -2.1283653e-02     1.2256165e-03     1.0132423e+05
  -2.3836932e-02     1.0984458e-03     1.0132423e+05
  -2.5901898e-02     8.8836907e-04     1.0132423e+05
  -2.7288987e-02     5.9790523e-04     1.0132423e+05
  -2.7838683e-02     2.3787275e-04     1.0132423e+05
  -2.7442927e-02    -1.7226055e-04     1.0132423e+05
  -2.6063899e-02    -6.0493055e-04     1.0132423e+05
  -2.3746928e-02    -1.0262634e-03     1.0132424e+05
  -2.0623988e-02    -1.3993642e-03     1.0132424e+05
  -1.6904908e-02    -1.6890623e-03     1.0132424e+05
  -1.2855377e-02    -1.8675001e-03     1.0132424e+05
  -8.7641023e-03    -1.9193372e-03     1.0132424e+05
  -4.9049336e-03    -1.8450179e-03     1.0132424e+05
  -1.5020607e-03    -1.6608467e-03     1.0132424e+05
   1.2939833e-03    -1.3955715e-03     1.0132424e+05
   3.4149233e-03    -1.0844049e-03     1.0132424e+05
   4.8680301e-03    -7.6230547e-04     1.0132424e+05
   5.7183188e-03    -4.5841794e-04     1.0132424e+05
   6.0658931e-03    -1.9287811e-04     1.0132424e+05
   6.0242529e-03     2.3820155e-05     1.0132424e+05
   5.7033752e-03     1.8949937e-04     1.0132424e+05
   5.1990066e-03     3.0794215e-04     1.0132424e+05
   4.5877890e-03     3.8633776e-04     1.0132424e+05
   3.9268787e-03     4.3305327e-04     1.0132424e+05
   3.2564951e-03     4.5593863e-04     1.0132423e+05
   2.6040280e-03     4.6117128e-04     1.0132423e+05
   1.9886531e-03     4.5256411e-04     1.0132423e+05
   1.4257017e-03     4.3126489e-04     1.0132423e+05
   9.3022646e-04     3.9582592e-04     1.0132423e+05
   5.1925705e-04     3.4273431e-04     1.0132423e+05
   2.1199927e-04     2.6776529e-04     1.0132423e+05
   2.6327427e-05     1.6924629e-04     1.0132423e+05
  -3.2473639e-05     5.6115260e-05     1.0132423e+05
   0.0000000e+00    -3.2473629e-05     1.0132423e+05
   0.0000000e+00     3.2999138e-05     1.0132423e+05
   4.3468822e-05    -3.2999138e-05     1.0132423e+05
   2.2024658e-04    -2.2074966e-04     1.0132423e+05
   5.4715538e-04    -4.2126538e-04     1.0132423e+05
   1.0133940e-03    -5.8697595e-04     1.0132423e+05
   1.5896901e-03    -6.9878298e-04     1.0132423e+05
   2.2359650e-03    -7.5185449e-04     1.0132423e+05
   2.9068782e-03    -7.4861962e-04     1.0132423e+05
   3.5561064e-03    -6.9566719e-04     1.0132423e+05
   4.1400055e-03    -6.0230134e-04     1.0132423e+05
   4.6207560e-03    -4.7952074e-04     1.0132423e+05
   4.9686624e-03    -3.3886380e-04     1.0132423e+05
   5.1630498e-03    -1.9097173e-04     1.0132423e+05
   5.1912232e-03    -4.3979895e-05     1.0132423e+05
   5.0452058e-03     9.7988537e-05     1.0132423e+05
   4.7164360e-03     2.3587146e-04     1.0132423e+05
   4.1891862e-03     3.7591122e-04     1.0132423e+05
   3.4340035e-03     5.2887110e-04     1.0132423e+05
   2.4027427e-03     7.0825687e-04     1.0132423e+05
   1.0265668e-03     9.2789428e-04     1.0132423e+05
  -7.8235580e-04     1.1994472e-03     1.0132423e+05
  -3.1254998e-03     1.5303994e-03     1.0132423e+05
  -6.1094066e-03     1.9226294e-03     1.0132423e+05
  -9.8340983e-03     2.3712281e-03     1.0132423e+05
  -1.4378261e-02     2.8631007e-03     1.0132423e+05
  -1.9781130e-02     3.3753239e-03     1.0132423e+05
  -2.6022191e-02     3.8739171e-03     1.0132423e+05
  -3.3001658e-02     4.3140857e-03     1.0132423e+05
  -4.0526214e-02     4.6427953e-03     1.0132423e+05
  -4.8304782e-02     4.8038532e-03     1.0132423e+05
  -5.5957712e-02     4.7448404e-03     1.0132423e+05
  -6.3040167e-02     4.4246331e-03     1.0132423e+05
  -6.9077579e-02     3.8201177e-03     1.0132423e+05
  -7.3608881e-02     2.9310854e-03     1.0132423e+05
